ze2010,libelle_ze,txcho_2003,txcho_2004,txcho_2005,txcho_2006,txcho_2007,txcho_2008,txcho_2009,txcho_2010,txcho_2011,txcho_2012,txcho_2013,densite,fronta,tx_act,tx_act_f,part_emp_pub,part_emp_ind,part_ouv,part_cad,part_act_1530,part_act_5064,part_act_peudip,part_act_tredip,tx_cre_eta,tx_act_intra,var_emp,tx_immig,f_bel,f_lux,f_all,f_su,part_etu
0050,Mont-de-Marsan,6.1,6.3,6.4,6.3,5.6,5.2,6.3,6.7,7,7.5,7.8,32.2219441,0,73.162315875,70.699259223,38.656673978,15.697863352,24.823323448,9.5459084019,20.206661895,27.082365601,19.626850296,26.45080143,25.768445306,83.62013037,103.08235925,4.7756041427,0,0,0,0,46.579431328
0051,Alençon,7.3,7.5,7.5,7.5,6.7,6.7,8.5,8,8,8.9,9.4,50.6060883,0,71.609097017,68.270497289,41.345733885,14.240937235,28.260382858,9.633816326,22.659289068,26.142195218,22.782625451,24.373284713,29.21975912,78.474746036,93.60384584,3.9992492262,0,0,0,0,49.362063989
0052,Cosne - Clamecy,7.4,7.7,7.6,7.7,7.1,6.5,8,8.8,8.7,9.1,9.4,29.522206901,0,70.212005935,65.971859456,37.435267738,16.048262239,28.224941297,8.0736848395,20.532892891,29.079581335,24.439368816,21.360204462,28.935492434,72.156539565,95.903982457,3.7786595846,0,0,0,0,43.858680882
0053,Mâcon,5.3,5.5,5.7,5.7,5.2,4.9,6.5,6.7,6.5,7.1,7.5,92.350299595,1,76.267456538,73.510050813,33.680666242,17.807618744,26.436430747,11.313666296,21.64855799,25.138567708,21.750107422,27.709584971,31.089676382,77.786145114,99.903397462,7.3662369837,0,0,0,0,44.172586613
0054,Nogent-le-Rotrou,6.4,7.2,7.4,6.8,5.7,6.2,8.2,7.6,7.5,8.3,8.7,40.43916737,0,74.905416123,71.76456549,24.545592245,38.011208725,33.372425066,8.7613090702,21.324725258,26.659958888,27.833122123,20.370813231,27.358297524,70.383609059,90.890774125,3.0931277766,0,0,0,0,42.220713617
0055,Vallée de la Bresle - Vimeu,7.8,8.2,8.2,8,7.2,7.4,10.7,9.7,9.3,10,10.5,87.996732371,0,70.381172132,65.380622691,21.866721011,45.84607024,41.466201895,6.4183566851,22.339458875,24.757611971,32.120466784,17.094183943,28.900637115,76.722317798,95.41434568,0.9308555614,0,0,0,0,40.975464845
0056,Roissy - Sud Picardie,9.2,9.7,9.7,9.4,8.6,7.7,9.3,9.7,9.7,10.3,10.8,511.91794865,0,73.752109594,69.513695477,26.317576973,9.7162354549,21.180365459,14.822679443,24.254126366,23.263708742,28.128395749,28.410550177,51.783410887,50.390366325,98.04841126,23.383919842,0,0,0,0,49.928788077
0057,Brive-la-Gaillarde,6.1,6.4,6.4,6.4,5.8,5.5,7.2,7.1,7.3,8.4,9.1,55.794186329,0,73.76500503,71.312168271,30.010583877,20.970188746,24.975605094,10.544044141,19.190484263,28.169855301,18.364730503,27.91492218,29.676169887,82.328506736,96.672212978,5.5980974362,0,0,0,0,47.813118888
0059,Avignon,9.3,9.4,9.7,9.8,9.1,8.4,10,10.6,10.9,11.6,12.1,205.17362623,1,71.97854321,67.560714157,31.819327202,12.213052791,22.209539413,13.014307935,22.156975927,24.997431901,23.546915174,30.268584458,47.523683477,78.725383273,102.74243783,10.5377208,0,0,0,0,48.83614212
0060,Saint-Étienne,8.2,8.5,8.5,8.4,7.5,7,9.2,8.9,8.8,9.4,9.9,141.85461009,1,71.658291967,67.543115175,34.094648915,21.311689001,26.287575514,11.682656391,23.313534209,24.630389497,20.135650207,29.93623314,37.806982123,84.76387923,98.681573715,7.8901647216,0,0,0,0,51.454226255
0061,Toulouse,8.7,8.9,8.9,8.8,7.9,7.2,8.6,9,8.9,9.5,10.1,155.18259808,0,74.400016918,71.296529311,30.817009258,14.120576641,15.714533356,23.553933796,23.947496717,22.497227093,14.622283976,44.674786454,46.361963608,87.838293398,106.26464281,9.6924579322,0,0,0,0,57.300314034
1101,Paris,8.7,9.1,8.8,8.4,7.6,6.7,7.9,8.2,8,8.3,8.7,9053.9119543,0,77.607125963,74.73491944,23.812702387,6.6626448099,10.464738659,36.352826618,23.914131394,22.752649051,18.237810033,53.206942855,45.200694619,80.111753604,103.12015172,24.313307035,0,0,0,0,56.747967246
1102,Marne-la-Vallée,6.8,7.3,7.2,6.8,6.1,5.4,6.6,6.9,6.9,7.3,7.8,1043.1195628,0,78.337370279,75.680375528,22.857722695,9.1205553651,14.162126557,22.29278865,24.780396511,22.08057492,19.86028084,39.515026335,52.811357281,37.212854652,105.07078908,22.852249086,0,0,0,0,51.028803481
1103,Coulommiers,6.5,6.8,6.7,6.6,5.7,5.1,6.6,6.7,6.8,7.2,7.5,96.07646639,0,74.819371334,70.941908656,34.184557439,13.943502825,23.762334406,11.147782515,23.227275537,23.626267617,25.272742844,23.063785818,43.089761856,42.766981204,106.60750146,7.7860724895,0,0,0,0,45.191308686
1104,Meaux,6.8,7.5,7.7,7.5,6.8,6.2,7.9,8.1,8,8.6,9.4,211.05103272,0,75.707464091,72.796991995,38.779845356,11.167757102,21.310281549,13.011959814,24.373067762,23.602215786,25.475313055,26.632736686,45.477959386,43.360558627,95.60927479,13.229387611,0,0,0,0,45.775127907
1105,Melun,6.6,7.3,7.3,7,5.9,5.4,6.7,7,7,7.6,8.1,208.66123272,0,75.667663103,72.572834917,38.451374887,13.005877054,18.238960367,17.682210393,23.54630659,23.882009166,20.846808272,33.057698961,48.361219344,49.849295112,100.20142993,14.589731046,0,0,0,0,50.180260876
1106,Montereau-Fault-Yonne,9.6,9.6,9.8,9.9,8.7,7.6,9.5,9.4,9.6,10.4,11.2,135.08307169,0,70.992247535,66.119098075,35.623732252,21.315077755,25.660867561,9.3245023473,25.504422015,22.204776127,26.925466017,22.443259612,44.149132521,46.750956838,102.27272727,15.420321999,0,0,0,0,47.624989355
1107,Nemours,5.4,5.7,6.1,6.1,5.7,5.2,6.7,7,7.1,7.6,7.9,88.143438637,0,73.696076214,70.250091394,33.699359454,20.830213793,24.047333555,11.647511805,21.223013552,25.587362592,26.00460997,23.284196115,42.307692308,48.102328871,91.532361218,11.982370675,0,0,0,0,49.646978639
1108,Provins,8.5,9.5,9.4,9.4,8.2,7.5,8.8,8.9,8.3,8.5,9.2,59.219196817,0,73.720376568,69.811151371,43.196248901,14.281527791,26.421277586,9.3370276994,23.251275239,24.857505095,28.138645952,21.671747673,37.682539683,50.686928459,110.90264569,10.302596991,0,0,0,0,46.9792838
1109,Houdan,4.8,5,4.8,4.5,3.8,3.4,4.3,4.4,4.4,4.6,4.9,158.60795097,0,75.469124358,72.174036101,36.121836122,9.6417846418,10.511995388,30.862652177,16.718321118,29.123755098,14.294090741,44.607325596,43.963916158,27.997798191,95.582569985,7.3993422576,0,0,0,0,58.176322583
1110,Mantes-la-Jolie,8.8,,9,9,8.6,7.9,9.7,9.9,9.7,10.6,11.1,293.48928628,0,74.009497007,69.462879375,33.910576005,19.115307097,21.702677294,15.241698854,24.560637375,22.649326592,24.376526187,27.741488313,51.079965441,43.586583021,96.018610834,16.932512317,0,0,0,0,48.345828858
1111,Poissy,7.4,8,7.9,7.6,7.1,6.3,7.6,7.9,7.7,8.1,8.5,902.96890598,0,76.022601976,72.385337705,27.397801516,29.077003401,16.114788761,24.67092118,22.907260566,24.572476135,20.7165884,39.169864009,51.086887635,37.396028806,96.92598317,18.354922353,0,0,0,0,51.666027287
1112,Rambouillet,4.9,5.3,5.4,5.2,4.3,3.8,5,5.4,5.2,5.5,5.7,131.74222157,0,75.440576296,71.359877201,31.223832528,14.820182501,12.601794715,27.443797326,19.919692946,27.051942477,16.708310864,42.6926191,44.414029085,35.521948598,94.942409284,8.7916893242,0,0,0,0,54.506859819
1113,Plaisir,5.6,6.1,6,5.7,5,4.3,5.4,5.8,5.6,5.9,6.2,456.25420875,0,77.625194922,74.077246576,24.168334505,18.423757235,11.437417608,26.591163772,22.896769155,22.566538543,16.903104624,43.195168116,50.206327373,27.361080909,98.35978836,13.344036642,0,0,0,0,51.948499847
1114,Étampes,6.2,6.3,6.3,6.1,5.2,4.9,6.1,6.6,6.5,6.9,7.4,118.70216643,0,75.38990356,71.848249264,42.78492353,7.5766301913,21.169918474,15.216252191,22.54012874,23.819808592,23.745759261,29.093524504,41.904323827,41.185248475,98.90073831,12.776490904,0,0,0,0,47.859583225
1115,Évry,7.5,8,7.9,7.4,6.4,5.9,7.4,7.7,7.6,8.2,8.8,561.50893177,0,74.055199073,71.598527018,34.142748008,11.052213093,18.809446183,17.415533523,23.56707936,22.836872511,23.455131866,32.717140743,53.222425405,45.020492201,100.7513705,21.163101375,0,0,0,0,49.543625314
1116,Saclay,5.5,6,5.8,5.5,4.8,4.3,5.5,5.8,5.7,6,6.3,1025.3831383,0,76.629098786,73.142551839,23.913521557,14.383957217,11.830157291,31.154710558,21.919291715,24.442645979,17.030040114,47.322356613,47.622926274,50.728287301,100.5585505,15.404016946,0,0,0,0,56.512929065
1117,Créteil,6.4,6.9,6.8,6.5,5.8,5.1,6.3,6.7,6.8,7.2,7.7,947.57542825,0,76.03897431,73.007385229,41.215583443,7.9895579697,15.891868389,19.799245438,22.478095409,24.065355613,22.254130695,35.167107722,51.639876833,36.761423689,94.41774346,19.616981173,0,0,0,0,53.407583293
1118,Orly,8.9,9.5,9.4,9.2,8.3,7.1,8.5,8.9,9,9.6,10.3,3977.6520741,0,75.892489476,72.604980777,19.061281786,7.9454809307,19.42531862,16.83870633,24.979255426,22.774245847,27.184701722,32.600698329,51.966461576,34.943495863,104.98092343,28.637848251,0,0,0,0,50.293697078
1119,Cergy,7,7.7,7.6,7.2,6.5,5.8,7.4,7.8,7.8,8.3,8.8,602.37420434,0,75.427374047,72.536904274,32.024084019,15.341636007,15.745378122,21.44985585,24.103003143,24.038046163,19.873412691,36.868105972,49.402075812,42.896541977,96.043318145,17.366928107,0,0,0,0,52.870882166
2101,Charleville-Mézières,12.1,12.3,12.3,12.7,11.2,10.5,12.5,11.4,11.2,12.4,13,71.215786436,1,69.881292745,63.935085761,35.964068014,27.087525884,31.260295135,9.0572273669,22.971821223,24.747819648,27.069990853,22.407489873,36.616206589,86.581196639,96.843435821,6.4882561786,0,0,0,0,46.144447065
2102,Troyes,8.7,9.1,9.2,9.3,8.3,7.8,9.1,9.2,9.6,10.7,11.6,49.363651709,1,71.519943673,68.55216791,30.737364508,20.055857801,28.372921886,10.315465452,22.682752826,25.16084138,25.117374636,25.184546506,31.029634056,86.447193679,98.4270001,7.6830149938,0,0,0,0,48.500232408
2103,Châlons-en-Champagne,6,6.3,6.5,6.8,6.4,6,7.5,7.4,7.5,8.4,9.1,38.767731745,1,73.354519191,70.027810684,42.850199529,12.53453392,24.10649206,11.388504152,24.153001225,24.229078012,22.676173256,26.012918339,30.29922339,79.07357987,102.42393489,4.7317999574,0,0,0,0,46.417968998
2104,Épernay,5.4,5.8,6,6,5.3,5.1,6.4,6.5,6.6,7.2,7.7,47.606742638,1,76.546029577,73.128063926,24.250946759,27.564602361,33.392248356,7.9106749651,21.035264105,26.045240222,26.112653883,21.670968029,16.466532606,77.881893661,96.113081848,4.4661969888,0,0,0,0,43.737505988
2105,Reims,8.3,8.7,9.1,9.1,8,7.5,9.3,9.1,9.2,10.1,11,96.798002312,1,71.518365698,67.447226322,32.019254106,13.170455465,22.802692352,15.532650748,26.461174054,23.330393826,21.683848641,33.82658567,34.083224967,82.851935644,96.929897112,6.6399366721,0,0,0,0,53.209018996
2106,Chaumont - Langres,6.4,7,7,7.2,6.2,5.8,7.8,7.2,6.9,7.4,7.9,24.147067433,1,73.336646068,69.30081069,34.312925963,24.343216637,30.310289617,8.7464900822,22.808050616,26.2357964,23.615277255,21.971417372,25.730934369,86.025336476,97.466028545,3.3293561648,0,0,0,0,44.522905364
2107,Vitry-le-François - Saint-Dizier,9.2,9.9,9.9,10.2,9,8.6,10.8,10.2,9.9,11,11.5,41.548628751,1,71.356187427,65.656739434,31.981759921,27.178333744,32.757187554,7.8259450044,23.232275656,25.398381574,27.099066054,20.357013093,30.256527714,81.298203663,98.088474971,3.6068878756,0,0,0,0,41.761325648
2201,Château-Thierry,8.4,9.2,9.6,9.5,8.8,8.5,10.5,10.7,10.7,11.7,11.9,60.947833484,0,74.761200176,70.593456842,33.862114723,18.873273418,30.04341681,10.765172167,22.865802517,24.703120147,26.954651655,22.833824952,32.417284397,63.152742879,97.987986521,6.0358071491,0,0,0,0,44.681483248
2202,Tergnier,11.2,11.6,12.1,12.1,10.8,10.6,13.3,13.4,13.5,15.1,15.5,149.57147392,0,68.187249042,62.067969801,39.556710707,20.395639304,32.118016213,7.2648266392,23.87211881,22.821476576,26.835305192,20.275981842,40.397563322,59.939555705,93.138037159,3.5393699487,0,0,0,0,45.978327755
2203,Thiérache,12.8,13.4,13.9,13.9,12.8,12.6,14.8,15.4,15.4,16.5,17.2,52.199135479,0,67.107062054,60.314741629,36.736723464,29.529934363,35.790801126,5.7952569609,25.278018576,24.861976456,32.200350772,17.359486542,25.477855478,71.19470509,99.294143003,1.4386633333,0,0,0,0,39.665186842
2204,Laon,8.6,9.3,9.7,9.7,8.9,8.6,10.5,11.2,11.4,12.4,13,48.924349997,0,71.749885746,67.181084898,42.052043558,12.130533164,27.428741936,9.6593641848,23.953870666,24.260928064,26.588347743,23.423027545,30.983969044,67.399321597,95.951065509,3.009809293,0,0,0,0,43.104091102
2205,Saint-Quentin,11.7,11.9,12.3,12.5,11.7,11.4,14,14.1,14.1,14.9,15.2,112.21528571,0,69.347018217,63.844044545,34.667879891,19.292791427,30.479255574,9.601487449,24.579513176,23.373791564,28.203515351,23.789136617,38.599439776,74.46005994,92.736935341,4.1200345195,0,0,0,0,46.305352654
2206,Soissons,10.6,10.6,10.8,11.1,10,9.3,11.6,11.9,12.1,13.3,13.8,91.161930712,0,71.336948405,66.326175309,36.706248783,16.776328596,29.046930472,9.6469416207,23.178644536,25.18424245,25.852078196,23.697246123,38.814744201,64.207841105,95.131566597,5.9592968241,0,0,0,0,48.438907702
2207,Beauvais,7.6,8.1,8.3,8.3,7.5,7,9,9.2,8.7,9.4,10.3,97.289399914,0,73.906041285,69.57606561,33.914905004,22.415038801,27.570535901,11.272417985,23.493037961,22.89220503,25.676708411,24.800711768,38.251203709,62.636084099,98.754979527,5.6570477985,0,0,0,0,46.437883991
2208,Compiègne,7.9,8.4,8.5,8.5,7.4,7,9.2,9.2,9.2,10,10.3,129.03456329,0,72.784519222,67.929171051,27.320340274,22.697117826,26.665175549,14.381797715,23.592122045,23.141775,23.606378055,28.870688576,40.457900286,67.303509842,97.899131641,7.1901909167,0,0,0,0,48.282027641
2209,Abbeville,9.4,9.8,9.7,10.3,9.1,9,10.7,10.5,10.4,11.3,11.9,70.246208509,0,70.211675986,65.130653429,37.195533628,14.99350818,28.670999217,8.649519596,21.890929561,25.299324967,29.749276258,22.060460933,28.581399407,67.553015419,100.82195245,1.2875453021,0,0,0,0,46.302193924
2210,Amiens,9.6,10.1,10.2,10.4,9.8,9,10.9,11,10.9,11.8,12.4,103.92331184,0,70.548843787,66.639009196,39.98686951,16.442542787,25.393273807,13.548522979,25.707732941,22.32767938,24.506567401,30.633695079,32.302942522,81.598938877,99.135349336,4.65019093,0,0,0,0,52.476224182
2211,Péronne,7.9,8.1,8.7,9.3,8.2,7.9,10.1,10.1,9.9,11.1,11.8,64.306049012,0,70.913844424,64.415782625,25.406335271,29.873057302,37.091187483,6.3140493344,24.081435581,24.253934855,31.35692823,17.514025377,26.829268293,64.257863484,96.225767713,2.1015445875,0,0,0,0,43.334765256
2301,Bernay,8.4,9,9.4,9,7.5,7.1,9.5,9.3,9.5,10.8,11.4,57.948292384,0,73.518128015,69.232857433,30.063630514,26.067062272,31.682958309,9.0344486753,21.471383153,26.092835781,27.751494412,20.797116981,32.057703867,61.435418994,91.045159963,2.1504954011,0,0,0,0,43.028365794
2302,Évreux,7.4,8,8.1,8.3,7.6,7,8.8,9.2,9,9.8,10.5,95.153689338,0,75.031208291,71.821846709,36.695759863,18.990682314,26.209210048,12.645628889,22.561779113,24.386503823,24.533649054,25.761462152,39.742509927,66.702425014,96.921971446,5.6227563761,0,0,0,0,45.547132962
2303,Pont-Audemer,8.3,8.8,8.4,8.4,7.4,6.8,8.8,9.2,9.2,10.1,10.8,79.091751331,0,75.412564711,71.217838353,28.93006575,20.809495346,30.883941274,9.4755533659,23.367216511,23.60566632,24.880311062,22.776388946,34.042033236,56.744274363,102.03567538,1.728348636,0,0,0,0,42.632124711
2304,Vernon - Gisors,8.1,8.5,8.4,9,8.5,7.7,10,10.3,10.4,11.3,11.6,121.72056253,0,74.706543489,70.526827857,27.680372382,25.852598914,27.810112695,13.519058641,22.875673911,24.61741103,26.451014407,25.548840697,41.455360302,54.657922749,94.563082965,7.2568083261,0,0,0,0,45.168455857
2305,Dieppe - Caux maritime,9.1,9.1,9.1,9.2,8.1,7.7,9.4,9.2,9.1,9.8,10,104.89328386,0,71.893509667,67.209569655,31.258994723,27.490538884,29.922513453,9.3293038922,22.839597827,24.901370721,25.454703757,21.85197117,32.579582876,76.805357473,98.51828986,1.6677448364,0,0,0,0,44.042823295
2306,Le Havre,10.4,10.9,10.8,10.7,9.6,9,11.3,11.6,11.4,12,12.5,292.15652047,0,70.877956533,66.702825769,29.374663653,20.577619919,27.118522721,11.29173386,25.226036777,23.537223206,22.808368693,26.20754111,35.961104358,87.786396728,97.650906566,4.5276177304,0,0,0,0,48.157049626
2307,Rouen,8.8,9.3,9.3,9.1,8.1,7.5,9.4,9.6,9.5,10.2,10.7,192.43256404,0,72.398566722,69.34637253,33.834502961,16.624671151,24.541791925,14.53213692,25.218097176,23.364939806,22.57188343,30.075126691,39.58043455,82.567773428,100.72993359,6.1136954389,0,0,0,0,50.642004104
2401,Bourges,7.5,8,8.1,8,7.1,6.4,8,8.5,8.5,9.1,9.6,52.253407367,0,73.006104722,69.616523697,33.600383785,17.582153994,23.654195801,12.142731277,21.831547311,25.868474244,19.504250453,28.276923947,35.601026383,81.804336007,96.767617223,5.0547179094,0,0,0,0,48.165882544
2402,Saint-Amand-Montrond,8.7,9.7,10,9.7,8.2,8,9.6,10.3,10.3,11,11.7,26.086541543,0,70.475989224,67.221571604,38.055293006,20.404064272,28.044339421,7.304212492,18.67521005,31.26142941,28.290386703,17.403988032,28.718783931,72.605402315,90.267601147,2.9837970814,0,0,0,0,44.5919128
2403,Vierzon,10.1,10.9,10.8,10,8.7,8.5,11.2,11.4,11.5,12.4,13.2,57.885651839,0,71.114397481,67.509103591,34.740027072,24.43665897,29.133269301,9.0367347427,20.437310341,28.174620648,25.845073489,22.01207349,40.314769976,68.213719111,93.895582329,7.6505999964,0,0,0,0,47.268844615
2404,Chartres,6.5,7,7.2,6.8,5.8,5.3,7,7.4,7.3,8,8.5,76.990971652,0,76.69765505,73.862493465,31.227352121,20.931202586,24.479177548,13.502336638,22.491649846,24.449130988,22.170910342,28.023756245,36.523342189,68.816242574,100.12922726,6.2953855675,0,0,0,0,44.484644549
2405,Châteaudun,7,7.8,7.9,7.5,6.4,7.1,9.1,8.9,8.5,9.5,9.8,44.148534081,0,71.682374897,70.087267958,34.535979154,22.61976348,27.513386411,8.0858714749,22.64618611,26.834422387,24.820791508,21.407829397,30.262708973,65.752757519,89.966602714,6.1093387828,0,0,0,0,41.781304596
2406,Dreux,9.8,10.6,10.4,10.4,9.8,8.8,11,11.5,11.2,11.9,12.4,103.15726005,0,73.597269,68.73646543,32.768802228,21.545032498,25.379237991,13.233020569,21.70260442,24.341620656,24.808125666,25.33047746,45.434032387,48.40470344,98.794660748,11.114776143,0,0,0,0,47.748760419
2407,Le Blanc,6.3,6.7,6.5,6.4,5.7,5.4,6.8,7.1,7,7.2,7.6,24.40363278,0,70.335514158,67.272083935,42.198510167,13.227300181,25.014542587,7.7285556667,19.963817782,28.069981703,23.751119268,20.767394132,25.800711744,72.996439814,96.098149638,2.3713969191,0,0,0,0,46.689609506
2408,Issoudun,7.6,7.7,8.1,8.2,7.7,7.4,9.3,9.8,9.3,10.6,11.2,43.00744935,0,74.226027663,70.301779967,23.513062813,37.326292385,34.546182363,8.3749422077,21.72255525,25.502296143,26.886787559,20.933773351,29.459798995,69.79529341,86.382031566,4.3453368513,0,0,0,0,47.124430783
2409,Châteauroux,7.3,7.8,7.9,7.9,6.6,6,7.7,7.9,7.9,8.7,9.2,34.730869396,0,73.450720001,70.693051737,33.340175406,18.704982273,26.72290549,8.6974563168,20.33710713,27.421371763,24.0525959,22.483596907,28.111145801,84.723393667,97.936247593,4.3550164903,0,0,0,0,44.125355383
2410,Chinon,6.8,7.4,7.3,7.1,6.5,6.4,7.4,7.3,7.1,7.5,7.9,61.752106493,0,71.478660268,68.14045112,30.70093853,26.836898622,26.310764023,9.4053706371,20.214743092,27.246913657,23.009797905,23.647322046,28.879975316,71.805075999,105.9877212,1.9067565377,0,0,0,0,46.071910947
2411,Loches,6.9,6.9,6.9,6.8,6.2,5.8,7.1,7.4,7.7,8.5,8.9,27.684287328,0,73.68859028,71.852737979,35.225169648,21.699568168,29.264839997,7.8190003737,20.004759497,29.690343739,25.057434498,20.915317753,30.399659864,64.917228115,96.836329675,2.7680850226,0,0,0,0,43.229503259
2412,Tours,7.2,7.6,7.5,7.4,6.6,6.2,7.8,7.9,7.7,8.4,9,116.88400611,0,73.444518805,70.57030133,31.830040166,15.128458664,21.94469537,15.403374186,23.802663934,24.432690259,18.152187517,33.882835538,40.801205266,84.949551506,100.16173563,6.5770888232,0,0,0,0,53.339245376
2413,Blois,7.2,7.7,7.7,7.7,6.9,6.4,7.9,7.7,7.5,8.2,8.7,76.295261381,0,74.31588351,71.545305124,31.973953667,17.115704595,25.515435693,12.471480956,21.20011956,26.469962806,21.643452344,27.639907803,36.692634561,80.331047522,104.38414765,7.527539757,0,0,0,0,48.274316683
2414,Romorantin-Lanthenay,10.3,11,10.4,9.1,8,7.2,9.1,8.9,8.9,9.2,10,41.794578587,0,70.50099231,66.968191146,31.454132349,27.399886396,32.63485909,7.151758128,19.724676804,27.910957799,28.431113656,17.706830319,34.557522124,69.41735134,101.23275768,6.3870945146,0,0,0,0,40.752747824
2415,Vendôme,6.3,6.6,6.4,6.1,5.6,5.8,7.7,7.8,7.4,8,8.6,43.900455219,0,74.013566945,71.124928453,29.818061162,32.26234585,29.709785971,10.416570243,20.137631045,28.222741792,24.823366051,23.091852704,31.117499102,72.573809435,96.605065589,4.3843401634,0,0,0,0,44.939616685
2416,Gien,6.3,7,6.9,7.2,6.5,6.9,9.3,9.4,9.5,10.4,11,37.47708969,0,73.322592916,69.01228041,23.48673572,39.880249989,32.480421475,9.1481836521,21.789986416,25.712876472,26.926917821,20.550034135,32.698257613,77.672291527,95.326696954,7.9728599795,0,0,0,0,43.249283093
2417,Montargis,8.1,8.8,8.9,9.4,8.4,7.9,10.1,10.9,11,12.2,12.9,71.466652819,0,73.298321515,69.810769937,29.344951923,20.784254808,28.369397254,9.7438630182,21.573500872,25.919391441,27.168805284,21.755672139,40.995456423,70.464547008,97.842474028,9.3986686174,0,0,0,0,43.533415505
2418,Orléans,5.8,6.3,6.4,6.4,5.8,5.4,7.1,7.5,7.3,8,8.5,94.757875881,0,75.154084874,72.238165154,31.161887068,15.996125721,22.685773757,16.646883127,23.728144352,23.867129651,20.228411621,33.874204379,40.939212255,84.2660437,100.8996713,10.584067735,0,0,0,0,49.848756459
2419,Pithiviers,5.8,6.1,6.2,6.5,6,5.4,7,7.5,7.5,8.5,9.1,58.688126189,0,76.669977288,72.075187356,21.954030782,35.541392637,32.948619466,8.994264842,22.555785391,23.70800419,27.014606897,20.079531282,32.418699187,58.664415252,93.99416029,10.134110228,0,0,0,0,42.829199975
2501,Bayeux,7.6,7.5,7.6,8.1,7,6.5,8,7.8,8.1,8.9,9.1,76.448808519,0,72.030170907,68.62984267,35.102901607,17.765980656,30.016639443,8.9721164341,21.976751605,25.812963803,27.412752072,23.069977244,28.318939546,63.16716924,95.679381836,1.5836433143,0,0,0,0,45.28738935
2502,Caen,8.6,8.8,8.8,8.8,7.8,7,8.8,8.9,8.9,9.5,9.9,154.04590203,0,71.795829142,68.896987914,36.331215735,13.56028506,21.885104788,14.909854903,23.709505345,24.505158418,20.481925449,33.106895396,40.616029172,83.737689066,100.54512972,3.9438087288,0,0,0,0,55.696786654
2503,Honfleur,8.5,8.8,8.6,8.2,7.3,6.7,8.4,8.5,8.3,8.7,9.4,122.03146026,0,74.951796346,71.583602405,24.41432307,9.9791877902,22.326537248,10.824112764,21.24558627,27.321897175,28.464694414,23.93515991,38.593772016,71.686798529,100.66557941,3.3114670854,0,0,0,0,44.55477257
2504,Lisieux,8.7,8.9,9.1,8.9,7.9,7.4,9.5,9.3,9.4,9.8,9.9,70.596101835,0,72.425423811,67.822829812,32.551896064,21.247423175,28.69334818,8.647756957,22.177303026,26.127784066,27.109866695,21.498071269,33.215287,70.618030283,100.00759878,2.968751989,0,0,0,0,47.870684592
2505,Vire,6.8,6.9,7.5,7.7,6.6,6.4,8,7.9,7.7,8.1,8.7,59.007571859,0,73.528921922,70.552401297,30.569948187,25.599093264,34.744669349,7.6124234157,20.717292412,28.234441433,27.507094257,20.466110649,25.154196836,72.181219107,99.779650032,2.7228165116,0,0,0,0,48.059329503
2506,Avranches,5.1,5.2,5.3,5.4,4.9,4.7,6.3,6.2,6,6.3,6.8,58.36853829,0,73.804511189,70.591391821,27.80473128,28.278611456,32.749337082,6.8826815333,21.465660801,26.533720349,24.162487373,21.117630524,21.576568092,76.627900038,101.1574409,2.2516948461,0,0,0,0,44.767265678
2507,Cherbourg-Octeville,9,9.5,9.6,9.7,8.6,7.9,9.3,9.2,9,9.3,9.6,105.34097294,0,71.927980974,68.279827154,30.364013517,23.68931714,26.029484212,10.535243953,22.917061574,23.822908929,21.509461668,25.362905044,29.189898327,87.620466422,100.0714995,2.3740154935,0,0,0,0,47.723441007
2508,Coutances,6.5,6.9,7.1,7.1,6.8,6.4,8,7.9,7.9,8.3,8.7,71.308706809,0,72.262636762,69.09406196,31.111544208,20.178002988,30.845303311,8.7047220741,22.328441057,25.04292452,22.696949814,21.619056836,25.665461715,71.176452812,99.097815764,1.74947792,0,0,0,0,44.530527828
2509,Granville,7.6,7.8,7.5,7.6,7.1,6.5,8.6,8.4,8.3,8.3,8.8,120.40893333,0,69.991316509,67.213841364,37.788900339,13.705284852,25.479566882,9.4894125138,19.985054489,28.169336917,21.16860557,25.126489752,31.642014604,70.375323421,101.8882088,1.563201196,0,0,0,0,48.956131899
2510,Saint-Lô,5.3,5.6,5.9,6,5.6,5.2,6.7,6.6,6.5,7,7.3,78.634541135,0,73.789078956,71.117281892,42.65254317,12.820834247,27.861603201,9.1461983945,23.172659342,24.712291994,20.759945472,25.444773631,25.631951466,74.807122486,102.23920656,2.0493616944,0,0,0,0,48.290447274
2511,Argentan,8.7,10,9.9,9.2,8.3,8.2,9.8,9.1,9.1,9.4,9.6,42.576602814,0,69.325996351,67.572532325,35.40329575,18.169991327,30.180544039,7.7304907813,21.910643456,27.20744348,25.317595423,20.241719308,27.049789448,69.666122855,99.020547945,2.9726992816,0,0,0,0,47.580454698
2512,Flers,6.8,7.2,7.6,7.8,6.9,6.3,8.5,8.7,8.2,8.7,9,61.556187905,0,72.661253806,69.177818922,30.985308261,34.434384638,34.209467848,7.7605236241,21.063744662,26.149622805,25.224715842,21.840788649,24.378335415,81.072393786,95.317529249,3.8006764685,0,0,0,0,47.284094337
